real_name,obs_e:228433.0_n:8192778.0_x:14153_y:4197,obs_e:229788.0_n:8193427.0_x:12798_y:3548,obs_e:231595.0_n:8198480.0_x:10991_y:-1505,obs_e:231694.0_n:8197619.0_x:10892_y:-644,obs_e:233194.0_n:8190440.0_x:9392_y:6535,obs_e:233908.0_n:8189011.0_x:8678_y:7964,obs_e:234195.0_n:8198194.0_x:8391_y:-1219,obs_e:235327.0_n:8184950.0_x:7259_y:12025,obs_e:235614.0_n:8190354.0_x:6972_y:6621,obs_e:235682.0_n:8187652.0_x:6904_y:9323,obs_e:236163.0_n:8190958.0_x:6423_y:6017,obs_e:236538.0_n:8191417.0_x:6048_y:5558,obs_e:237006.0_n:8202926.0_x:5580_y:-5951,obs_e:237454.0_n:8185525.0_x:5132_y:11450,obs_e:237496.0_n:8190167.0_x:5090_y:6808,obs_e:238665.0_n:8188244.0_x:3921_y:8731,obs_e:238954.0_n:8189678.0_x:3632_y:7297,obs_e:239587.0_n:8185586.0_x:2999_y:11389,obs_e:239760.0_n:8190677.0_x:2826_y:6298,obs_e:240931.0_n:8186974.0_x:1655_y:10001,obs_e:241878.0_n:8190407.0_x:708_y:6568,obs_e:244750.0_n:8189532.0_x:-2164_y:7443,obs_e:244814.0_n:8189459.0_x:-2228_y:7516,obs_e:245486.0_n:8201343.0_x:-2900_y:-4368
103,2.22233,2.83487,4.05635,4.17727,3.83427,3.62968,6.06787,2.49918,5.12289,3.73628,5.79015,6.30247,6.35264,3.19922,6.04955,5.15729,6.35872,3.63011,7.51495,4.72372,7.79726,6.72135,6.64069,9.08588
104,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
105,2.21718,2.82831,4.04696,4.16761,3.8254,3.62128,6.05383,2.4934,5.11104,3.72763,5.77675,6.28789,6.33794,3.19181,6.03555,5.14536,6.34401,3.62171,7.49756,4.71279,7.77922,6.7058,6.62532,9.06486
106,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
107,2.13183,2.71943,3.89117,4.00717,3.67814,3.48187,5.82078,2.39741,4.91428,3.58413,5.55437,6.04583,6.09395,3.06894,5.8032,4.94728,6.09979,3.48229,7.20893,4.53137,7.47975,6.44765,6.37027,8.71589
108,2.0566,2.62346,3.75385,3.86576,3.54834,3.359,5.61538,2.31281,4.74086,3.45765,5.35836,5.83247,5.8789,2.96064,5.59842,4.77269,5.88454,3.3594,6.95453,4.37146,7.2158,6.22012,6.14547,8.40832
109,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
110,2.12696,2.71322,3.88228,3.99802,3.66974,3.47392,5.80749,2.39194,4.90306,3.57595,5.54169,6.03202,6.08004,3.06193,5.78995,4.93598,6.08586,3.47433,7.19247,4.52102,7.46267,6.43293,6.35572,8.69599
111,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
112,1.7551,2.23886,3.20353,3.29904,3.02815,2.86657,4.79216,1.97375,4.04585,2.95076,4.57282,4.97743,5.01705,2.52661,4.77768,4.07301,5.02186,2.86691,5.93499,3.7306,6.15795,5.30825,5.24454,7.17565
113,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
114,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
115,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
116,2.25627,2.87816,4.1183,4.24108,3.89284,3.68512,6.16055,2.53735,5.20113,3.79334,5.87858,6.39873,6.44967,3.24808,6.14194,5.23606,6.45584,3.68555,7.62972,4.79587,7.91635,6.82401,6.74211,9.22465
117,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
118,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
119,2.17229,2.77103,3.96501,4.08321,3.74794,3.54795,5.93124,2.44291,5.00754,3.65214,5.65977,6.16055,6.2096,3.12718,5.91333,5.04116,6.21554,3.54837,7.34573,4.61736,7.62169,6.57001,6.49115,8.88129
120,2.04053,2.60296,3.72451,3.83555,3.52061,3.33275,5.57149,2.29473,4.70381,3.43063,5.31648,5.78689,5.83296,2.9375,5.55466,4.73539,5.83854,3.33314,6.90018,4.3373,7.1594,6.17151,6.09744,8.3426
121,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
122,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
123,1.91638,2.44459,3.49791,3.60219,3.30641,3.12998,5.23251,2.15512,4.41762,3.2219,4.99302,5.43481,5.47807,2.75878,5.21671,4.44728,5.48332,3.13035,6.48036,4.07341,6.72381,5.79603,5.72646,7.83503
124,1.94383,2.47961,3.54802,3.6538,3.35378,3.17482,5.30747,2.18599,4.48091,3.26806,5.06455,5.51267,5.55655,2.7983,5.29145,4.511,5.56188,3.1752,6.57321,4.13177,6.82014,5.87906,5.8085,7.94728
125,2.21137,2.82089,4.03634,4.15667,3.81537,3.61178,6.03795,2.48686,5.09763,3.71785,5.7616,6.27139,6.32131,3.18344,6.01972,5.13186,6.32737,3.61221,7.47789,4.70043,7.75881,6.68821,6.60794,9.04108
126,2.20187,2.80877,4.01901,4.13882,3.79898,3.59627,6.01202,2.47618,5.07574,3.70188,5.73685,6.24446,6.29417,3.16977,5.99387,5.10982,6.3002,3.59669,7.44578,4.68024,7.72549,6.65949,6.57956,9.00225
127,2.1271,2.71339,3.88253,3.99827,3.66997,3.47414,5.80786,2.39209,4.90337,3.57617,5.54203,6.0324,6.08042,3.06212,5.79032,4.93629,6.08625,3.47455,7.19292,4.52131,7.46314,6.43334,6.35612,8.69654
128,2.17443,2.77377,3.96892,4.08725,3.75164,3.55145,5.9371,2.44532,5.01248,3.65575,5.66536,6.16664,6.21573,3.13027,5.91917,5.04614,6.22168,3.55187,7.35299,4.62192,7.62922,6.5765,6.49757,8.89006
129,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
130,1.89393,2.41595,3.45693,3.55999,3.26767,3.09331,5.17121,2.12987,4.36587,3.18416,4.93452,5.37114,5.41389,2.72646,5.15559,4.39518,5.41908,3.09368,6.40444,4.02569,6.64504,5.72812,5.65937,7.74323
131,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
132,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
133,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
134,2.09381,2.67092,3.82177,3.9357,3.61254,3.41977,5.71697,2.35465,4.82663,3.52021,5.4553,5.93799,5.98527,3.0142,5.6997,4.85904,5.991,3.42018,7.08035,4.45055,7.34635,6.33266,6.25665,8.56044
135,1.91061,2.43723,3.48737,3.59134,3.29645,3.12055,5.21675,2.14863,4.40432,3.2122,4.97798,5.41844,5.46157,2.75047,5.201,4.43389,5.4668,3.12092,6.46085,4.06114,6.70356,5.77857,5.70922,7.81143
136,2.08055,2.65402,3.79757,3.91079,3.58967,3.39812,5.68078,2.33975,4.79608,3.49792,5.42077,5.90041,5.94738,2.99512,5.66362,4.82828,5.95307,3.39853,7.03553,4.42238,7.29984,6.29257,6.21704,8.50625
137,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
138,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
139,2.13939,2.72907,3.90496,4.02138,3.69118,3.49422,5.84142,2.40591,4.93171,3.59684,5.57406,6.06726,6.11556,3.07982,5.82378,4.96482,6.12142,3.49463,7.23449,4.54744,7.50627,6.47051,6.39285,8.7468
140,2.05448,2.62075,3.74997,3.86177,3.54467,3.35553,5.60957,2.31042,4.73596,3.45408,5.35282,5.82644,5.87283,2.95758,5.59263,4.76776,5.87845,3.35593,6.94735,4.36694,7.20834,6.21369,6.13912,8.39963
141,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
142,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
143,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
144,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
145,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
146,2.22853,2.84278,4.06767,4.18894,3.84498,3.63982,6.08482,2.50616,5.1372,3.74671,5.80632,6.32007,6.37038,3.20815,6.06644,5.17169,6.37648,3.64025,7.53593,4.73692,7.81904,6.74012,6.65923,9.11125
147,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
148,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
149,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
150,2.24525,2.86411,4.0982,4.22037,3.87384,3.66713,6.13048,2.52497,5.17575,3.77482,5.84989,6.36749,6.41818,3.23222,6.11196,5.2105,6.42433,3.66756,7.59248,4.77246,7.87771,6.7907,6.7092,9.17962
151,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
152,2.05176,2.61729,3.74502,3.85666,3.53999,3.35109,5.60216,2.30736,4.7297,3.44951,5.34575,5.81875,5.86507,2.95367,5.58524,4.76146,5.87068,3.35149,6.93816,4.36117,7.19881,6.20548,6.131,8.38853
153,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
154,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
155,2.18112,2.7823,3.98113,4.09981,3.76317,3.56237,5.95535,2.45283,5.02789,3.66699,5.68278,6.1856,6.23484,3.13989,5.93736,5.06165,6.24081,3.56279,7.37559,4.63613,7.65267,6.59671,6.51754,8.91739
156,2.25269,2.8736,4.11176,4.23435,3.88666,3.67927,6.15077,2.53332,5.19288,3.78732,5.86925,6.38857,6.43943,3.24292,6.1322,5.22775,6.4456,3.6797,7.61762,4.78826,7.90379,6.81318,6.73141,9.21001
157,2.02539,2.58365,3.69689,3.8071,3.4945,3.30803,5.53016,2.27771,4.66892,3.40518,5.27705,5.74397,5.78969,2.91571,5.51346,4.70027,5.79524,3.30842,6.849,4.30513,7.1063,6.12573,6.05221,8.28073
158,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
159,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
160,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
161,2.23217,2.84742,4.07431,4.19578,3.85126,3.64576,6.09475,2.51025,5.14558,3.75283,5.81579,6.33038,6.38078,3.21339,6.07634,5.18013,6.38689,3.64619,7.54823,4.74465,7.8318,6.75113,6.6701,9.12613
162,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
163,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
164,2.25135,2.87189,4.10932,4.23182,3.88435,3.67708,6.14711,2.53182,5.18979,3.78507,5.86576,6.38477,6.4356,3.24099,6.12855,5.22464,6.44176,3.67751,7.61308,4.78541,7.89909,6.80913,6.72741,9.20453
165,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
166,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
167,2.09405,2.67124,3.82222,3.93616,3.61296,3.42017,5.71764,2.35493,4.8272,3.52062,5.45594,5.93869,5.98597,3.01456,5.70037,4.85961,5.9917,3.42058,7.08119,4.45107,7.34721,6.3334,6.25739,8.56145
168,2.03067,2.59038,3.70652,3.81702,3.5036,3.31665,5.54457,2.28365,4.68108,3.41405,5.29079,5.75893,5.80478,2.92331,5.52782,4.71251,5.81034,3.31704,6.86684,4.31634,7.12481,6.14169,6.06798,8.3023
169,2.10545,2.68578,3.84302,3.95759,3.63263,3.43879,5.74876,2.36775,4.85347,3.53978,5.48564,5.97102,6.01855,3.03097,5.7314,4.88606,6.02431,3.4392,7.11973,4.4753,7.3872,6.36787,6.29145,8.60805
170,2.18994,2.79355,3.99723,4.1164,3.7784,3.57678,5.97945,2.46276,5.04824,3.68183,5.70577,6.21062,6.26006,3.15259,5.96139,5.08213,6.26606,3.57721,7.40543,4.65489,7.68363,6.6234,6.54391,8.95347
171,1.94701,2.48366,3.55381,3.65976,3.35925,3.18,5.31614,2.18956,4.48823,3.27339,5.07282,5.52167,5.56562,2.80287,5.30008,4.51836,5.57095,3.18038,6.58393,4.13851,6.83127,5.88866,5.81798,7.96025
172,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
173,2.09498,2.67242,3.8239,3.9379,3.61456,3.42169,5.72017,2.35597,4.82933,3.52218,5.45836,5.94132,5.98861,3.01589,5.70289,4.86176,5.99435,3.42209,7.08432,4.45304,7.35046,6.3362,6.26015,8.56523
174,1.90481,2.42984,3.4768,3.58045,3.28645,3.11109,5.20093,2.14211,4.39096,3.20246,4.96288,5.402,5.44501,2.74213,5.18522,4.42044,5.45022,3.11146,6.44125,4.04882,6.68323,5.76104,5.6919,7.78774
175,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
176,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
177,2.15666,2.75109,3.93648,4.05384,3.72097,3.52242,5.88857,2.42533,4.97151,3.62587,5.61905,6.11623,6.16492,3.10468,5.87078,5.00489,6.17082,3.52284,7.29288,4.58414,7.56685,6.52274,6.44445,8.81739
178,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
179,1.87126,2.38703,3.41555,3.51737,3.22856,3.05628,5.10931,2.10438,4.31361,3.14604,4.87546,5.30684,5.34909,2.69382,5.09388,4.34257,5.35421,3.05665,6.32778,3.9775,6.5655,5.65956,5.59163,7.65055
180,2.05659,2.62345,3.75384,3.86575,3.54833,3.35899,5.61536,2.3128,4.74085,3.45764,5.35834,5.83246,5.87889,2.96063,5.5984,4.77268,5.88452,3.35939,6.95451,4.37145,7.21578,6.2201,6.14545,8.40829
181,2.15317,2.74665,3.93012,4.04728,3.71496,3.51673,5.87905,2.42141,4.96347,3.62001,5.60996,6.10634,6.15495,3.09966,5.86129,4.9968,6.16085,3.51714,7.28109,4.57673,7.55462,6.51219,6.43403,8.80314
182,2.09308,2.66999,3.82043,3.93433,3.61128,3.41858,5.71497,2.35383,4.82495,3.51898,5.4534,5.93593,5.98318,3.01315,5.69771,4.85735,5.98891,3.41899,7.07789,4.449,7.34378,6.33045,6.25447,8.55746
183,1.98397,2.53081,3.62128,3.72924,3.42303,3.24038,5.41707,2.23113,4.57344,3.33554,5.16913,5.6265,5.67129,2.85608,5.40071,4.60414,5.67672,3.24076,6.70893,4.21708,6.96097,6.00046,5.92844,8.11138
184,2.17428,2.77358,3.96864,4.08696,3.75138,3.5512,5.93668,2.44515,5.01213,3.6555,5.66496,6.1662,6.21529,3.13005,5.91875,5.04578,6.22124,3.55162,7.35247,4.62159,7.62868,6.57603,6.49711,8.88944
185,1.90731,2.43302,3.48135,3.58514,3.29076,3.11517,5.20775,2.14492,4.39672,3.20665,4.96939,5.40909,5.45214,2.74572,5.19202,4.42624,5.45737,3.11553,6.44969,4.05413,6.69199,5.76859,5.69936,7.79795
186,1.86275,2.37618,3.40002,3.50139,3.21388,3.04239,5.08608,2.09481,4.294,3.13174,4.8533,5.28272,5.32477,2.68158,5.07072,4.32283,5.32988,3.04275,6.29902,3.95942,6.53566,5.63383,5.56621,7.61577
187,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
188,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
189,2.14779,2.73978,3.92029,4.03716,3.70567,3.50793,5.86435,2.41535,4.95106,3.61096,5.59594,6.09108,6.13956,3.09191,5.84664,4.98431,6.14544,3.50835,7.26288,4.56528,7.53573,6.49591,6.41795,8.78113
190,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
191,1.94094,2.47592,3.54274,3.64835,3.34878,3.17009,5.29957,2.18274,4.47424,3.26319,5.05701,5.50446,5.54828,2.79414,5.28356,4.50428,5.55359,3.17047,6.56342,4.12561,6.80999,5.87031,5.79985,7.93544
192,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
193,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
194,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
195,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
196,2.18996,2.79358,3.99727,4.11644,3.77843,3.57682,5.9795,2.46278,5.04828,3.68186,5.70582,6.21068,6.26012,3.15262,5.96145,5.08218,6.26612,3.57724,7.4055,4.65493,7.68371,6.62347,6.54397,8.95356
197,2.05784,2.62505,3.75612,3.8681,3.55048,3.36103,5.61876,2.3142,4.74372,3.45974,5.3616,5.836,5.88245,2.96243,5.6018,4.77557,5.88809,3.36143,6.95873,4.3741,7.22015,6.22388,6.14918,8.4134
198,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
199,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
200,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
201,2.22855,2.84281,4.06771,4.18898,3.84502,3.63985,6.08488,2.50618,5.13725,3.74674,5.80637,6.32013,6.37044,3.20818,6.0665,5.17174,6.37654,3.64028,7.536,4.73696,7.81911,6.74019,6.65929,9.11134
202,2.22504,2.83832,4.06129,4.18237,3.83895,3.6341,6.07527,2.50223,5.12913,3.74083,5.7972,6.31015,6.36038,3.20311,6.05692,5.16357,6.36648,3.63453,7.52411,4.72948,7.80677,6.72955,6.64878,9.09695
203,2.10596,2.68642,3.84394,3.95854,3.6335,3.43961,5.75014,2.36831,4.85464,3.54063,5.48696,5.97245,6.01999,3.03169,5.73277,4.88723,6.02576,3.44002,7.12144,4.47637,7.38897,6.3694,6.29295,8.61011
204,2.11471,2.69759,3.85992,3.97499,3.6486,3.45391,5.77404,2.37816,4.87482,3.55535,5.50977,5.99728,6.04502,3.0443,5.75661,4.90755,6.05081,3.45432,7.15104,4.49498,7.41969,6.39588,6.31912,8.64591
205,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
206,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
207,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
208,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
209,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
210,2.21784,2.82915,4.04816,4.16885,3.82654,3.62235,6.05563,2.49414,5.11255,3.72874,5.77846,6.28975,6.33982,3.19276,6.03734,5.14688,6.34589,3.62278,7.49978,4.71419,7.78153,6.70779,6.62728,9.06755
211,2.18761,2.79059,3.99299,4.11202,3.77438,3.57298,5.97309,2.46014,5.04287,3.67791,5.6997,6.20402,6.25341,3.14924,5.95505,5.07673,6.2594,3.5734,7.39756,4.64994,7.67547,6.61636,6.53695,8.94396
